SST;Year;Colony;Species
7.612095707;1978;Sklinna2;Black legged kittiwake
7.329546228;1979;Sklinna2;Black legged kittiwake
6.981552052;1980;Sklinna2;Black legged kittiwake
7.332898648;1981;Sklinna2;Black legged kittiwake
7.243215292;1982;Sklinna2;Black legged kittiwake
7.474186807;1983;Sklinna2;Black legged kittiwake
8.254127845;1984;Sklinna2;Black legged kittiwake
7.530429303;1985;Sklinna2;Black legged kittiwake
7.100697099;1986;Sklinna2;Black legged kittiwake
5.911901174;1987;Sklinna2;Black legged kittiwake
6.523404175;1988;Sklinna2;Black legged kittiwake
7.194007936;1989;Sklinna2;Black legged kittiwake
6.937771884;1990;Sklinna2;Black legged kittiwake
6.393934073;1991;Sklinna2;Black legged kittiwake
6.943897475;1992;Sklinna2;Black legged kittiwake
7.136367157;1993;Sklinna2;Black legged kittiwake
6.495237235;1994;Sklinna2;Black legged kittiwake
7.562133978;1995;Sklinna2;Black legged kittiwake
6.935595332;1996;Sklinna2;Black legged kittiwake
6.925278228;1997;Sklinna2;Black legged kittiwake
6.378976585;1998;Sklinna2;Black legged kittiwake
6.832982805;1999;Sklinna2;Black legged kittiwake
6.686706408;2000;Sklinna2;Black legged kittiwake
6.865720401;2001;Sklinna2;Black legged kittiwake
6.822736968;2002;Sklinna2;Black legged kittiwake
6.747413546;2003;Sklinna2;Black legged kittiwake
6.46251348;2004;Sklinna2;Black legged kittiwake
6.785664;2005;Sklinna2;Black legged kittiwake
6.591624954;2006;Sklinna2;Black legged kittiwake
6.870362526;2007;Sklinna2;Black legged kittiwake
7.612095707;2008;Sklinna2;Black legged kittiwake
7.329546228;2009;Sklinna2;Black legged kittiwake
6.981552052;2010;Sklinna2;Black legged kittiwake
7.332898648;2011;Sklinna2;Black legged kittiwake
7.243215292;2012;Sklinna2;Black legged kittiwake
7.474186807;2013;Sklinna2;Black legged kittiwake
8.254127845;2014;Sklinna2;Black legged kittiwake
7.530429303;2015;Sklinna2;Black legged kittiwake
7.100697099;2016;Sklinna2;Black legged kittiwake
5.911901174;2017;Sklinna2;Black legged kittiwake
6.523404175;2018;Sklinna2;Black legged kittiwake
7.194007936;2019;Sklinna2;Black legged kittiwake
6.937771884;2020;Sklinna2;Black legged kittiwake
7.50800302;2021;Sklinna2;Black legged kittiwake
7.777136824;2022;Sklinna2;Black legged kittiwake
6.696440483;2023;Sklinna2;Black legged kittiwake
8.121536987;2024;Sklinna2;Black legged kittiwake
8.14344254;2025;Sklinna2;Black legged kittiwake
8.232715468;2026;Sklinna2;Black legged kittiwake
7.877370577;2027;Sklinna2;Black legged kittiwake
8.329458007;2028;Sklinna2;Black legged kittiwake
7.537556197;2029;Sklinna2;Black legged kittiwake
7.564000663;2030;Sklinna2;Black legged kittiwake
7.762445934;2031;Sklinna2;Black legged kittiwake
7.524240422;2032;Sklinna2;Black legged kittiwake
8.021463449;2033;Sklinna2;Black legged kittiwake
7.824650849;2034;Sklinna2;Black legged kittiwake
8.035733479;2035;Sklinna2;Black legged kittiwake
7.796477642;2036;Sklinna2;Black legged kittiwake
7.422968314;2037;Sklinna2;Black legged kittiwake
8.787099581;2038;Sklinna2;Black legged kittiwake
8.444395086;2039;Sklinna2;Black legged kittiwake
7.831057725;2040;Sklinna2;Black legged kittiwake
8.095492346;2041;Sklinna2;Black legged kittiwake
7.619937352;2042;Sklinna2;Black legged kittiwake
8.417513928;2043;Sklinna2;Black legged kittiwake
8.538873674;2044;Sklinna2;Black legged kittiwake
7.969125545;2045;Sklinna2;Black legged kittiwake
7.888485479;2046;Sklinna2;Black legged kittiwake
8.026397285;2047;Sklinna2;Black legged kittiwake
8.333177186;2048;Sklinna2;Black legged kittiwake
8.264947416;2049;Sklinna2;Black legged kittiwake
8.975806296;2050;Sklinna2;Black legged kittiwake
